ts_iso,elapsed_s,state,battery_percent,height_cm,bottom_range_cm,front_range_cm,flow_vx_cms,flow_vy_cms,speed_cms,angle_roll_deg,angle_pitch_deg,angle_yaw_deg,rel_x,rel_y,rel_z,accel_x,accel_y,accel_z,color_front,color_back,temp_c
2025-11-03T19:34:13-05:00,0.0,ModeFlight.Ready,65,-100.0,-100.0,23.2,24000.0,30800.0,39046.639,0,0,65,44.036,48.57,6.895,0,0,98,black,black,40.18
2025-11-03T19:34:14-05:00,0.5,ModeFlight.Ready,65,-100.0,-100.0,22.3,24000.0,30800.0,39046.639,0,0,65,44.036,48.57,6.895,0,0,98,black,black,40.19
2025-11-03T19:34:14-05:00,1.0,ModeFlight.Ready,65,-100.0,-100.0,22.5,24000.0,30800.0,39046.639,0,0,65,44.036,48.57,6.895,0,0,98,black,black,40.19
2025-11-03T19:34:15-05:00,1.5,ModeFlight.Ready,65,-100.0,-100.0,23.6,24000.0,30800.0,39046.639,0,0,66,44.036,48.57,6.895,0,0,98,black,black,40.2
2025-11-03T19:34:15-05:00,2.0,ModeFlight.Ready,65,-100.0,-100.0,23.1,24000.0,30800.0,39046.639,0,0,66,44.036,48.57,6.895,0,0,97,black,black,40.2
2025-11-03T19:34:16-05:00,2.5,ModeFlight.Ready,65,-100.0,-100.0,22.2,24000.0,30800.0,39046.639,0,0,66,44.036,48.57,6.895,0,0,98,black,black,40.21
2025-11-03T19:34:16-05:00,3.0,ModeFlight.Ready,65,-100.0,-100.0,23.3,24000.0,30800.0,39046.639,0,0,66,44.036,48.57,6.895,0,0,97,black,black,40.22
2025-11-03T19:34:17-05:00,3.5,ModeFlight.Ready,65,-100.0,-100.0,24.1,24000.0,30800.0,39046.639,0,0,66,44.036,48.57,6.895,0,0,98,black,black,40.22
2025-11-03T19:34:17-05:00,4.0,ModeFlight.Ready,65,-100.0,-100.0,23.5,24000.0,30800.0,39046.639,0,0,66,44.036,48.57,6.895,0,0,98,black,black,40.22
2025-11-03T19:34:18-05:00,4.5,ModeFlight.Ready,65,-100.0,-100.0,22.6,24000.0,30800.0,39046.639,0,0,66,44.036,48.57,6.895,0,0,98,black,black,40.23
2025-11-03T19:34:18-05:00,5.0,ModeFlight.Ready,65,-100.0,-100.0,23.5,24000.0,30800.0,39046.639,0,0,66,44.036,48.57,6.895,0,0,98,black,black,40.24
2025-11-03T19:34:19-05:00,5.5,ModeFlight.Ready,65,-100.0,-100.0,23.3,24000.0,30800.0,39046.639,0,0,66,44.036,48.57,6.895,0,0,97,black,black,40.24
2025-11-03T19:34:19-05:00,6.0,ModeFlight.Ready,65,-100.0,-100.0,22.5,24000.0,30800.0,39046.639,0,0,66,44.036,48.57,6.895,0,0,98,black,black,40.25
2025-11-03T19:34:20-05:00,6.5,ModeFlight.Ready,65,-100.0,-100.0,22.9,24000.0,30800.0,39046.639,0,0,66,44.036,48.57,6.895,0,0,97,black,black,40.24
2025-11-03T19:34:20-05:00,7.0,ModeFlight.Ready,65,-100.0,-100.0,23.6,24000.0,30800.0,39046.639,0,0,66,44.036,48.57,6.895,0,0,98,black,black,40.26
2025-11-03T19:34:21-05:00,7.5,ModeFlight.Ready,65,-100.0,-100.0,22.7,24000.0,30800.0,39046.639,0,0,66,44.036,48.57,6.895,0,0,98,black,black,40.26
2025-11-03T19:34:21-05:00,8.0,ModeFlight.Ready,65,-100.0,-100.0,22.7,24000.0,30800.0,39046.639,0,0,66,44.036,48.57,6.895,0,0,98,black,black,40.27
2025-11-03T19:34:22-05:00,8.5,ModeFlight.Ready,65,-100.0,-100.0,23.5,24000.0,30800.0,39046.639,0,0,66,44.036,48.57,6.895,0,0,98,black,black,40.27
2025-11-03T19:34:22-05:00,9.0,ModeFlight.Ready,65,-100.0,-100.0,22.3,24000.0,30800.0,39046.639,0,0,66,44.036,48.57,6.895,0,0,98,black,black,40.27
2025-11-03T19:34:23-05:00,9.5,ModeFlight.Ready,65,-100.0,-100.0,20.9,24000.0,30800.0,39046.639,0,0,66,44.036,48.57,6.895,0,0,98,black,black,40.27
2025-11-03T19:34:23-05:00,10.0,ModeFlight.Ready,65,-100.0,-100.0,22.2,24000.0,30800.0,39046.639,0,0,66,44.036,48.57,6.895,0,0,98,black,black,40.28
2025-11-03T19:34:24-05:00,10.516,ModeFlight.Ready,65,-100.0,-100.0,23.9,24000.0,30800.0,39046.639,0,0,66,44.036,48.57,6.895,0,0,98,black,black,40.28
2025-11-03T19:34:24-05:00,11.0,ModeFlight.Ready,65,-100.0,-100.0,23.9,24000.0,30800.0,39046.639,0,0,66,44.036,48.57,6.895,0,0,98,black,black,40.28
2025-11-03T19:34:25-05:00,11.5,ModeFlight.TakeOff,63,-100.0,4.2,21.7,24000.0,30800.0,39046.639,0,0,66,44.036,48.57,3.048,0,1,99,black,black,40.28
2025-11-03T19:34:25-05:00,12.0,ModeFlight.TakeOff,63,4.2,3.6,22.7,24000.0,30800.0,39046.639,0,0,0,-0.004,0.003,3.985,-2,1,99,black,black,40.28
2025-11-03T19:34:26-05:00,12.5,ModeFlight.TakeOff,63,3.6,3.6,22.7,24000.0,30800.0,39046.639,0,0,0,-0.004,0.0,4.12,0,-1,96,black,black,40.28
2025-11-03T19:34:26-05:00,13.0,ModeFlight.TakeOff,58,3.6,3.6,22.7,24000.0,30800.0,39046.639,0,0,0,-0.011,-0.0,3.865,3,-1,96,black,black,40.0
2025-11-03T19:34:27-05:00,13.5,ModeFlight.Flight,55,3.2,3.2,44.8,0.0,35600.0,35600.0,0,0,0,-0.013,-0.0,3.865,3,-1,96,black,black,40.0
2025-11-03T19:34:27-05:00,14.0,ModeFlight.Flight,55,3.2,3.2,44.8,0.0,35600.0,35600.0,0,0,0,-0.013,-0.0,3.865,-1,3,106,black,black,40.0
2025-11-03T19:34:28-05:00,14.5,ModeFlight.Flight,55,49.6,49.6,76.0,0.0,35600.0,35600.0,0,0,1,42.474,23.769,56.089,-3,3,92,black,black,40.0
2025-11-03T19:34:28-05:00,15.0,ModeFlight.Flight,52,49.6,49.6,76.0,0.0,35600.0,35600.0,9,-14,0,42.474,20.819,83.158,-2,0,92,black,black,40.0
2025-11-03T19:34:29-05:00,15.5,ModeFlight.Flight,52,49.6,49.6,76.0,0.0,35600.0,35600.0,9,-14,0,39.299,20.819,83.158,-2,0,119,black,black,39.46
2025-11-03T19:34:29-05:00,16.016,ModeFlight.Flight,52,49.6,49.6,76.0,-36100.0,92500.0,99294.814,0,-4,39,39.299,20.819,83.158,12,-2,119,black,black,39.41
2025-11-03T19:34:30-05:00,16.5,ModeFlight.Flight,52,49.6,999.9,999.9,-36100.0,92500.0,99294.814,0,-4,39,39.299,3.173,119.872,12,-2,119,black,black,39.41
2025-11-03T19:34:30-05:00,17.0,ModeFlight.Flight,52,999.9,999.9,999.9,-36100.0,92500.0,99294.814,0,-4,39,-5.395,-1.071,140.545,12,-2,119,black,black,39.41
2025-11-03T19:34:31-05:00,17.5,ModeFlight.Flight,52,999.9,999.9,999.9,-36100.0,-7600.0,36891.327,1,0,169,-5.586,-1.071,140.545,-4,15,99,black,black,39.29
2025-11-03T19:34:31-05:00,18.0,ModeFlight.Flight,52,999.9,999.9,999.9,-300.0,-9000.0,9004.999,1,10,170,-5.586,-1.071,140.545,1,0,119,black,black,39.29
2025-11-03T19:34:32-05:00,18.516,ModeFlight.Flight,45,999.9,999.9,999.9,-28700.0,-9000.0,30078.065,-4,10,170,-5.586,17.202,140.203,1,0,119,black,black,39.29
2025-11-03T19:34:32-05:00,19.0,ModeFlight.Flight,44,999.9,999.9,999.9,-28700.0,-9000.0,30078.065,-4,10,170,-12.64,17.202,140.203,1,3,87,black,black,39.29
2025-11-03T19:34:33-05:00,19.5,ModeFlight.Flight,44,999.9,999.9,999.9,4400.0,100.0,4401.136,-1,-3,-154,-12.64,17.202,140.203,0,2,95,black,black,39.26
2025-11-03T19:34:33-05:00,20.0,ModeFlight.Flight,42,999.9,999.9,999.9,4400.0,100.0,4401.136,0,4,-152,-19.935,13.192,153.949,-11,-5,104,black,black,39.26
2025-11-03T19:34:34-05:00,20.5,ModeFlight.Flight,41,999.9,999.9,98.8,-13700.0,8400.0,16070.159,3,1,-127,-20.496,13.192,153.949,-2,-4,103,black,black,39.26
2025-11-03T19:34:34-05:00,21.0,ModeFlight.Flight,41,999.9,999.9,98.8,-6300.0,0.0,6300.0,2,1,-75,-20.496,13.192,153.949,1,-2,97,black,black,39.26
2025-11-03T19:34:35-05:00,21.5,ModeFlight.Flight,40,999.9,999.9,999.9,-5900.0,0.0,5900.0,2,1,-75,-20.496,13.192,100.956,-6,0,96,black,black,39.26
2025-11-03T19:34:35-05:00,22.0,ModeFlight.Flight,40,999.9,999.9,999.9,-5900.0,0.0,5900.0,3,2,-9,-21.538,7.361,104.25,10,0,96,black,black,39.26
2025-11-03T19:34:36-05:00,22.5,ModeFlight.Flight,40,999.9,999.9,999.9,-5900.0,0.0,5900.0,3,2,-9,-21.538,-10.057,106.519,10,4,112,black,black,39.24
2025-11-03T19:34:36-05:00,23.0,ModeFlight.Flight,40,999.9,999.9,999.9,14900.0,-6900.0,16420.11,-4,4,45,-25.916,-10.057,106.519,-7,0,98,black,black,39.24
2025-11-03T19:34:37-05:00,23.5,ModeFlight.Flight,40,999.9,999.9,999.9,13800.0,-6900.0,15428.869,-1,-4,88,-25.916,-10.057,127.095,-2,0,98,black,black,39.24
2025-11-03T19:34:37-05:00,24.0,ModeFlight.Flight,40,999.9,999.9,999.9,13800.0,-6900.0,15428.869,-1,0,121,-19.947,1.332,127.095,2,-4,102,black,black,39.3
2025-11-03T19:34:38-05:00,24.5,ModeFlight.Flight,37,999.9,999.9,999.9,13800.0,-6900.0,15428.869,0,0,121,-38.068,-7.593,59.699,-7,-4,102,black,black,39.3
2025-11-03T19:34:38-05:00,25.0,ModeFlight.Flight,37,999.9,999.9,999.9,13800.0,-6900.0,15428.869,0,0,-153,-38.068,-7.593,59.699,1,5,88,black,black,39.3
2025-11-03T19:34:39-05:00,25.5,ModeFlight.Flight,37,999.9,999.9,999.9,-6600.0,-24200.0,25083.859,1,3,-123,-40.648,2.983,66.437,0,6,91,black,black,39.3
2025-11-03T19:34:39-05:00,26.0,ModeFlight.Flight,37,999.9,999.9,999.9,-6600.0,-8800.0,11000.0,-2,0,-123,-40.648,8.783,60.654,7,1,99,black,black,39.26
2025-11-03T19:34:40-05:00,26.5,ModeFlight.Flight,36,999.9,999.9,999.9,-8900.0,-8800.0,12515.99,-2,0,-123,-44.686,8.932,60.654,7,1,99,black,black,39.26
2025-11-03T19:34:40-05:00,27.0,ModeFlight.Flight,36,999.9,999.9,999.9,7600.0,-7500.0,10677.547,-2,0,-123,-47.84,11.257,59.65,7,1,99,black,black,39.31
2025-11-03T19:34:41-05:00,27.5,ModeFlight.Flight,36,999.9,999.9,999.9,7600.0,-7500.0,10677.547,-2,0,-77,-47.932,11.778,66.15,5,0,108,black,black,39.31
2025-11-03T19:34:41-05:00,28.0,ModeFlight.Flight,36,999.9,999.9,999.9,7600.0,-7500.0,10677.547,15,0,-72,-47.042,11.985,66.43,1,-10,90,black,black,39.41
2025-11-03T19:34:42-05:00,28.5,ModeFlight.Flight,36,999.9,999.9,999.9,-6000.0,-3600.0,6997.142,15,0,-51,-45.973,12.229,69.348,2,-2,111,black,black,39.41
2025-11-03T19:34:42-05:00,29.0,ModeFlight.Flight,36,999.9,999.9,999.9,-1700.0,-49700.0,49729.066,0,0,-51,-47.494,12.267,69.348,2,-2,84,black,black,39.43
2025-11-03T19:34:43-05:00,29.516,ModeFlight.Flight,36,999.9,999.9,999.9,-1700.0,10400.0,10538.026,-15,1,-15,-47.494,12.267,69.348,-2,-5,105,black,black,39.44
2025-11-03T19:34:43-05:00,30.0,ModeFlight.Flight,36,999.9,999.9,999.9,500.0,39700.0,39703.148,-15,1,-15,-55.088,29.398,48.106,-4,-5,105,black,black,39.45
2025-11-03T19:34:44-05:00,30.5,ModeFlight.Flight,36,999.9,51.9,999.9,500.0,39700.0,39703.148,8,-1,-9,-54.965,42.725,51.425,-2,-6,82,black,black,39.45
2025-11-03T19:34:44-05:00,31.0,ModeFlight.Flight,34,34.2,34.2,999.9,-4600.0,-22300.0,22769.497,7,-1,-9,-51.689,32.796,31.237,-2,-6,82,black,black,39.45
2025-11-03T19:34:45-05:00,31.5,ModeFlight.Flight,34,34.2,34.2,999.9,-6600.0,-29700.0,30424.497,7,-1,-9,-60.803,18.886,24.158,-2,-6,82,black,black,39.45
2025-11-03T19:34:45-05:00,32.0,ModeFlight.Flight,34,34.2,34.2,999.9,-7000.0,-29700.0,30513.767,7,2,-7,-60.909,18.886,24.158,3,-1,104,black,black,39.45
2025-11-03T19:34:46-05:00,32.5,ModeFlight.Flight,34,34.2,34.2,999.9,-7000.0,-29700.0,30513.767,6,2,-7,-60.909,18.886,24.158,2,-10,104,black,black,39.45
2025-11-03T19:34:46-05:00,33.0,ModeFlight.Flight,33,999.9,999.9,999.9,-100.0,7600.0,7600.658,-3,0,-7,-76.963,-12.102,94.566,7,-10,104,black,black,39.45
2025-11-03T19:34:47-05:00,33.5,ModeFlight.Flight,33,999.9,10.9,999.9,20500.0,31900.0,37919.124,-3,0,-7,-76.94,-12.048,93.579,7,-10,104,black,black,39.45
2025-11-03T19:34:47-05:00,34.0,ModeFlight.Flight,33,10.9,10.9,999.9,20500.0,31900.0,37919.124,-3,0,-8,-69.173,1.702,93.579,-5,-1,77,black,black,39.45
2025-11-03T19:34:48-05:00,34.5,ModeFlight.Flight,33,9.2,2.6,65.3,20500.0,31900.0,37919.124,1,0,-8,-70.357,1.165,0.728,5,0,106,black,black,39.45
2025-11-03T19:34:48-05:00,35.0,ModeFlight.Flight,33,4.5,4.5,999.9,20500.0,31900.0,37919.124,1,0,-9,-70.357,1.165,0.728,0,-2,115,black,black,39.45
2025-11-03T19:34:49-05:00,35.5,ModeFlight.Flight,34,8.2,8.2,999.9,20500.0,31900.0,37919.124,0,2,-7,-70.357,1.165,0.728,8,0,83,black,black,39.45
2025-11-03T19:34:49-05:00,36.0,ModeFlight.Flight,34,12.3,12.3,999.9,20500.0,-22800.0,30660.887,0,2,-10,-70.357,1.165,0.728,3,0,102,black,black,39.45
2025-11-03T19:34:50-05:00,36.5,ModeFlight.Flight,34,9.8,9.8,999.9,16000.0,-16400.0,22912.006,0,2,-10,-83.198,-0.877,3.251,3,0,93,black,black,39.45
2025-11-03T19:34:50-05:00,37.0,ModeFlight.Flight,34,9.8,-100.0,999.9,15800.0,7400.0,17447.063,0,0,-13,-83.162,-0.904,3.251,-2,-12,100,black,black,39.14
2025-11-03T19:34:51-05:00,37.5,ModeFlight.Ready,38,-100.0,-100.0,40.2,-26000.0,7400.0,27032.573,0,0,-12,-83.162,-0.904,3.251,-1,0,98,light blue,light blue,39.14
2025-11-03T19:34:51-05:00,38.0,ModeFlight.Ready,38,-100.0,-100.0,999.9,-26000.0,7400.0,27032.573,0,0,-12,-83.162,-0.904,3.251,0,0,97,light blue,light blue,39.14
2025-11-03T19:34:52-05:00,38.5,ModeFlight.Ready,38,-100.0,-100.0,999.9,-26000.0,7400.0,27032.573,0,0,-12,-83.162,-0.904,3.251,0,0,97,light blue,light blue,39.14
2025-11-03T19:34:52-05:00,39.0,ModeFlight.Ready,38,-100.0,-100.0,999.9,-26000.0,7400.0,27032.573,0,0,-12,-83.162,-0.904,3.251,0,0,98,light blue,light blue,39.14
2025-11-03T19:34:53-05:00,39.5,ModeFlight.Ready,40,-100.0,-100.0,999.9,-26000.0,7400.0,27032.573,0,0,-12,-83.162,-0.904,3.251,0,0,98,light blue,light blue,39.14
2025-11-03T19:34:53-05:00,40.0,ModeFlight.Ready,40,-100.0,-100.0,33.6,-26000.0,7400.0,27032.573,0,0,-12,-83.162,-0.904,3.251,0,0,98,light blue,light blue,39.14
2025-11-03T19:34:54-05:00,40.5,ModeFlight.Ready,40,-100.0,-100.0,33.6,-26000.0,7400.0,27032.573,0,0,-12,-83.162,-0.904,3.251,0,0,97,light blue,light blue,39.14
2025-11-03T19:34:54-05:00,41.0,ModeFlight.Ready,46,-100.0,-100.0,999.9,-26000.0,7400.0,27032.573,0,0,-12,-83.162,-0.904,3.251,0,0,97,light blue,light blue,39.14
2025-11-03T19:34:55-05:00,41.5,ModeFlight.Ready,46,-100.0,-100.0,999.9,-26000.0,7400.0,27032.573,0,0,-12,-83.162,-0.904,3.251,0,0,98,light blue,light blue,39.38
2025-11-03T19:34:55-05:00,42.0,ModeFlight.Ready,46,-100.0,-100.0,999.9,-26000.0,7400.0,27032.573,0,0,-12,-83.162,-0.904,3.251,0,0,98,light blue,light blue,39.38
2025-11-03T19:34:56-05:00,42.5,ModeFlight.Ready,50,-100.0,-100.0,999.9,-26000.0,7400.0,27032.573,0,0,-12,-83.162,-0.904,3.251,0,0,98,light blue,light blue,39.46
2025-11-03T19:34:56-05:00,43.0,ModeFlight.Ready,50,-100.0,-100.0,999.9,-26000.0,7400.0,27032.573,0,0,-12,-83.162,-0.904,3.251,0,0,98,light blue,light blue,39.46
2025-11-03T19:34:57-05:00,43.5,ModeFlight.Ready,52,-100.0,-100.0,999.9,-26000.0,7400.0,27032.573,0,0,-12,-83.162,-0.904,3.251,0,0,97,light blue,black,39.52
